isin,wkn,ticker,valor,name,index,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2023,2022,2021,2020,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown,asset,instrument,region,exchange
IE00B8CJW150,A1T96S,SMLD,21426047,Invesco Morningstar US Energy Infrastructure MLP UCITS ETF Dist,Morningstar MLP Composite,2013-05-15,3937,10.786301369863013,Long-only,Ireland,USD,False,False,Distributing,0.5,Swap based Unfunded,185,False,,11.0,0.86,7.1,9.52,16.65,19.94,123.51,56.67,14.34,38.96,49.85,-36.74,7.96,8.72,14.76,22.02,34.81,1.35,1.4,0.27,-79.31,-10.67,-18.84,-71.64,,,,
LU1781541096,LYX0YA,LCUK,40587057,Lyxor Core UK Equity All Cap (DR) UCITS ETF - Dist,Morningstar UK,2018-02-27,2188,5.994520547945205,Long-only,Luxembourg,GBP,False,True,Distributing,0.04,Full replication,411,False,253,1.86,0.96,3.7,5.67,7.42,4.23,26.5,27.97,9.62,-4.15,26.62,-16.1,3.05,3.08,11.54,15.14,19.18,0.37,0.54,0.26,-40.6,-7.15,-16.91,-40.6,,,,
LU1781540957,LYX0YB,LCUS,40587052,Lyxor Core US Equity (DR) UCITS ETF - Dist,Morningstar US Large-Mid Cap,2018-02-27,2188,5.994520547945205,Long-only,Luxembourg,USD,False,True,Distributing,0.04,Full replication,23,False,619,9.18,1.08,5.3,13.11,15.73,26.2,47.59,100.52,22.01,-14.95,36.44,10.25,0.71,0.89,13.34,19.78,22.53,1.96,0.7,0.66,-34.23,-7.04,-18.5,-34.23,,,,
IE000JNKVS10,A3DQ08,JPSC,119962176,JPMorgan BetaBuilders US Small Cap Equity UCITS ETF USD (acc),Morningstar US Small Cap Target Market Exposure,2022-08-09,564,1.5452054794520549,Long-only,Ireland,USD,False,False,Accumulating,0.14,Full replication,32,False,1437,3.48,-0.74,3.52,14.25,10.59,8.11,,,14.23,,,,,,18.9,,,0.43,,,-19.28,-13.59,,,,,,
IE0001O84583,A3DQ09,BBDS,119962177,JPMorgan BetaBuilders US Small Cap Equity UCITS ETF USD (dist),Morningstar US Small Cap Target Market Exposure,2022-08-09,564,1.5452054794520549,Long-only,Ireland,USD,False,False,Distributing,0.14,Full replication,115,False,1437,3.55,-0.63,3.62,14.33,10.65,7.92,,,13.99,,,,0.67,0.72,19.0,,,0.42,,,-19.31,-13.58,,,,,,
IE000SBU19F7,A3ELCX,SMTV,131748547,VanEck Morningstar US SMID Moat UCITS ETF A,Morningstar US Small-Mid Cap Moat Focus,2024-01-12,43,0.1178082191780822,Long-only,Ireland,USD,False,False,Accumulating,0.49,Full replication,4,False,,,0.84,5.01,,,,,,,,,,,,,,,,,,-2.73,,,,,,,
IE00BQQP9H09,A12CCN,GMVM,28778697,VanEck Morningstar US Sustainable Wide Moat UCITS ETF,Morningstar US Sustainable Moat Focus,2015-10-16,3053,8.364383561643836,Long-only,Ireland,USD,False,False,Accumulating,0.49,Full replication,471,True,62,5.46,0.37,2.84,12.59,11.47,12.32,28.74,74.78,13.85,-13.75,35.39,4.47,,,14.05,18.31,21.86,0.88,0.48,0.54,-32.9,-10.12,-18.25,-32.9,,,,
IE00BJK9H753,A2PEJW,BBUS,46575293,JPMorgan BetaBuilders US Equity UCITS ETF (Acc),Morningstar US Target Market Exposure,2019-05-06,1755,4.808219178082192,Long-only,Ireland,USD,False,False,Accumulating,0.05,Optimized sampling,17,False,571,9.03,1.09,5.17,13.06,15.72,26.53,49.3,,22.47,-14.62,37.29,10.22,,,13.3,18.45,,2.0,0.77,,-34.05,-6.94,-18.23,,,,,
IE00BJK9H860,A2PEJX,BBUD,46575295,JPMorgan BetaBuilders US Equity UCITS ETF (Dist),Morningstar US Target Market Exposure,2019-05-06,1755,4.808219178082192,Long-only,Ireland,USD,False,False,Distributing,0.05,Optimized sampling,1,False,571,9.03,1.09,5.14,13.06,15.69,26.54,49.27,,22.47,-14.64,37.26,10.19,1.15,1.44,13.31,18.45,,1.99,0.77,,-34.03,-6.97,-18.22,,,,,
IE0007I99HX7,A3ELCY,WMOT,131752625,VanEck Morningstar US Wide Moat UCITS ETF A,Morningstar Wide Moat Focus,2024-01-12,43,0.1178082191780822,Long-only,Ireland,USD,False,False,Accumulating,0.46,Full replication,10,False,,,0.37,3.2,,,,,,,,,,,,,,,,,,-2.51,,,,,,,
LU1900068161,LYX014,LASI,46001023,Amundi MSCI AC Asia Ex Japan UCITS ETF Acc,MSCI AC Asia ex Japan,2008-10-03,5622,15.402739726027397,Long-only,Luxembourg,EUR,False,False,Accumulating,0.5,Swap based Unfunded,219,False,,2.53,0.9,6.95,4.2,5.98,0.44,-18.07,11.26,1.92,-14.78,1.91,13.8,,,14.18,16.95,17.68,0.03,-0.38,0.12,-33.64,-9.22,-29.31,-32.24,,,,
IE00B7WK2W23,A1JZY0,UIQI,18824468,UBS ETF (IE) MSCI AC Asia Ex Japan SF UCITS ETF (USD) A-acc,MSCI AC Asia ex Japan,2012-08-20,4205,11.520547945205479,Long-only,Ireland,USD,False,False,Accumulating,0.23,Swap based,182,False,,2.77,1.01,7.53,4.35,5.93,1.11,-17.37,12.77,2.12,-14.88,2.94,13.9,,,13.18,15.83,17.15,0.08,-0.39,0.14,-33.78,-9.43,-28.9,-31.58,,,,
IE0003VC1PW8,A3DTWG,AAXJSI,121616302,UBS (IE) MSCI AC Asia (ex Japan) ESG Leaders Low Carbon Select UCITS ETF (USD) A-acc,MSCI AC Asia ex Japan ESG Leaders Low Carbon Select 5% Issuer Capped,2023-06-26,243,0.6657534246575343,Long-only,Ireland,USD,False,False,Accumulating,0.3,Full replication,,True,431,0.97,1.5,6.2,2.27,4.07,,,,,,,,,,,,,,,,-11.27,,,,,,,
LU0322252171,DBX1AE,XAXJ,3613858,Xtrackers MSCI AC Asia ex Japan ESG Swap UCITS ETF 1C,MSCI AC Asia ex Japan Low Carbon SRI Leaders Capped,2009-01-20,5513,15.104109589041096,Long-only,Luxembourg,USD,False,False,Accumulating,0.65,Swap based Unfunded,327,True,,0.36,0.39,6.83,-0.89,-0.46,-7.98,-26.11,0.41,-5.96,-15.11,2.59,13.42,,,15.18,17.53,18.32,-0.53,-0.55,0.0,-35.14,-15.26,-31.87,-34.46,,,,
LU1900068328,LYX015,LASP,45203768,Amundi MSCI AC Asia Pacific Ex Japan UCITS ETF Acc,MSCI AC Asia Pacific ex Japan,2006-04-26,6513,17.843835616438355,Long-only,Luxembourg,EUR,False,False,Accumulating,0.6,Swap based Unfunded,332,False,,1.97,0.79,6.09,5.14,6.87,0.74,-13.66,15.16,2.96,-12.62,3.78,11.51,,,13.28,15.62,16.72,0.06,-0.31,0.17,-59.41,-8.91,-24.94,-30.17,,,,
IE000XFORJ80,A3C8ZY,HP2A,,HSBC MSCI AC Asia Pacific ex Japan Climate Paris Aligned UCITS ETF,MSCI AC Asia Pacific ex Japan Climate Paris Aligned,2022-04-11,684,1.873972602739726,Long-only,Ireland,USD,False,False,Accumulating,0.25,Full replication,15,True,386,1.45,0.79,5.44,4.42,5.05,-2.11,,,0.36,,,,,,12.41,,,-0.17,,,-17.49,-10.85,,,,,,
IE00BBQ2W338,A1W2EL,H411,22455030,HSBC MSCI AC Far East ex Japan UCITS ETF USD,MSCI AC Far East ex Japan,2013-09-27,3802,10.416438356164383,Long-only,Ireland,USD,False,True,Accumulating,0.45,Optimized sampling,234,False,1114,1.16,0.91,7.4,1.11,2.48,-5.21,-26.55,1.56,-1.03,-17.0,-1.1,15.05,,,15.17,17.62,18.33,-0.34,-0.55,0.02,-38.51,-13.82,-36.05,-38.51,,,,
IE00022VXYM7,A3DN5A,HFEJ,,HSBC MSCI AC Far East ex Japan UCITS ETF USD (Dist),MSCI AC Far East ex Japan,2022-07-12,592,1.621917808219178,Long-only,Ireland,USD,False,True,Distributing,0.45,Optimized sampling,4,False,1114,1.14,1.14,7.62,1.07,2.47,-6.04,,,-2.12,,,,1.05,0.97,15.15,,,-0.4,,,-21.21,-14.47,,,,,,
IE00B0M63730,A0HGV9,IQQF,2308878,iShares MSCI AC Far East ex-Japan UCITS ETF,MSCI AC Far East ex Japan,2005-10-28,6693,18.336986301369862,Long-only,Ireland,USD,False,True,Distributing,0.74,Full replication,741,False,1119,0.98,0.77,7.19,0.93,2.21,-5.57,-27.05,0.29,-1.28,-15.89,-2.74,14.53,1.87,1.74,15.25,18.05,18.7,-0.37,-0.55,0.0,-59.53,-13.92,-36.23,-38.71,,,,
IE00BKPX3K41,A2P1KV,IS3Z,54013181,iShares MSCI AC Far East ex-Japan UCITS ETF USD (Acc),MSCI AC Far East ex Japan,2020-04-01,1424,3.9013698630136986,Long-only,Ireland,USD,False,True,Accumulating,0.74,Full replication,12,False,1119,0.2,1.84,6.87,0.61,3.53,-6.57,-29.06,,-1.19,-16.45,-2.11,,,,15.26,17.77,,-0.43,-0.61,,-38.74,-13.88,-37.61,,,,,
LU2439119236,A3DEGP,ACUU,116566821,Amundi MSCI AC Far East ex Japan ESG Leaders Select UCITS ETF DR (C),MSCI AC Far East ex Japan ESG Leaders Select 5% Issuer Capped,2022-03-10,716,1.9616438356164383,Long-only,Luxembourg,USD,False,False,Accumulating,0.25,Full replication,6,True,367,-0.33,1.06,7.5,-2.67,-1.84,-10.96,,,-6.97,,,,,,16.0,,,-0.69,,,-25.53,-19.05,,,,,,
IE00B2QWDR12,A0Q1YZ,IUS9,4218076,iShares MSCI AC Far East ex-Japan Small Cap UCITS ETF,MSCI AC Far East ex Japan Small Cap,2008-05-09,5769,15.805479452054794,Long-only,Ireland,USD,False,True,Distributing,0.74,Optimized sampling,60,False,1230,-0.49,-0.11,3.86,2.06,3.62,1.43,1.72,31.45,10.08,-16.87,21.94,17.29,3.12,3.07,13.32,14.8,16.69,0.11,0.04,0.34,-54.42,-8.69,-26.28,-34.94,,,,
IE00BYM11L64,A14VJU,ACWIS,28650241,UBS ETF (IE) MSCI ACWI SF UCITS ETF (hedged to CHF) A-acc,MSCI ACWI (CHF Hedged),2015-08-11,3119,8.545205479452054,Long-only,Ireland,CHF,True,False,Accumulating,0.21,Swap based,432,False,,1.59,-0.11,2.81,9.53,11.53,19.24,27.66,75.34,23.08,-14.51,25.42,11.69,,,12.04,15.43,16.96,1.6,0.55,0.7,-32.76,-9.71,-20.27,-32.76,,,,
IE00BF1B7389,A2JQU5,SPP1,42822492,SPDR MSCI ACWI UCITS ETF EUR Hedged (Acc),MSCI ACWI (EUR Hedged),2019-09-30,1608,4.405479452054794,Long-only,Ireland,EUR,True,True,Accumulating,0.45,Optimized sampling,388,False,2387,5.8,1.35,5.12,10.12,12.45,20.08,20.4,,19.04,-17.73,21.46,11.41,,,11.53,15.36,,1.74,0.42,,-32.71,-9.2,-23.0,,,,,
IE00BYM11K57,A14VJT,ACWIE,28650240,UBS ETF (IE) MSCI ACWI SF UCITS ETF (hedged to EUR) A-acc,MSCI ACWI (EUR Hedged),2015-08-11,3119,8.545205479452054,Long-only,Ireland,EUR,True,False,Accumulating,0.21,Swap based,593,False,,4.03,0.07,3.58,8.96,12.18,17.81,16.94,54.56,19.08,-17.87,21.21,11.32,,,11.55,15.32,17.15,1.54,0.35,0.53,-33.05,-9.14,-23.23,-33.05,,,,
IE00BYVDRD78,A14Z4A,ACEUKD,29267355,UBS ETF (IE) MSCI ACWI SF UCITS ETF (hedged to EUR) A-UKdis,MSCI ACWI (EUR Hedged),2015-09-24,3075,8.424657534246576,Long-only,Ireland,EUR,True,False,Distributing,0.21,Swap based,13,False,,4.02,0.07,3.57,8.95,12.17,17.79,16.91,54.5,19.07,-17.87,21.18,11.31,2.48,2.86,11.55,15.31,17.15,1.54,0.35,0.53,-33.05,-9.13,-23.22,-33.05,,,,
IE00BF1B7272,A2JQU4,SPP2,42820049,SPDR MSCI ACWI UCITS ETF USD Hedged (Acc),MSCI ACWI (USD Hedged),2020-10-21,1221,3.345205479452055,Long-only,Ireland,USD,True,True,Accumulating,0.45,Optimized sampling,48,False,2387,8.05,0.95,5.45,11.39,13.85,20.38,41.14,,18.12,-10.75,30.87,,,,10.64,14.21,,1.92,0.86,,-14.21,-6.05,-14.21,,,,,
IE00BYM11J43,A14VJS,ACWIU,28650238,UBS ETF (IE) MSCI ACWI SF UCITS ETF (hedged to USD) A-acc,MSCI ACWI (USD Hedged),2015-08-11,3119,8.545205479452054,Long-only,Ireland,USD,True,False,Accumulating,0.21,Swap based,707,False,,6.3,-0.6,4.35,10.55,14.14,19.26,37.52,79.07,18.33,-10.81,30.66,4.97,,,10.69,13.94,16.76,1.8,0.8,0.74,-32.3,-6.07,-14.33,-32.3,,,,
IE00BYTH5370,A3C9EW,SPF8,115601172,SPDR MSCI ACWI Climate Paris Aligned UCITS ETF Acc USD,MSCI ACWI Climate Paris Aligned,2022-04-20,675,1.8493150684931507,Long-only,Ireland,USD,False,False,Accumulating,0.2,Full replication,4,True,790,6.54,0.98,4.8,11.39,12.98,19.14,,,17.99,,,,,,11.03,,,1.74,,,-14.29,-7.83,,,,,,
IE00BN4Q0P93,A2QNQN,AW14,59787797,UBS ETF (IE) MSCI ACWI Climate Paris Aligned UCITS ETF (USD) A-acc,MSCI ACWI Climate Paris Aligned,2021-08-04,934,2.558904109589041,Long-only,Ireland,USD,False,False,Accumulating,0.18,Full replication,7,True,841,6.38,0.87,4.75,11.03,13.04,19.14,,,18.29,-15.94,,,,,11.04,,,1.73,,,-18.14,-7.86,,,,,,
IE00BKM4H197,A111YA,CEMG,24365457,iShares MSCI Emerging Markets Consumer Growth UCITS ETF USD (Acc),MSCI ACWI Emerging Market Consumer Growth,2014-06-06,3550,9.726027397260275,Long-only,Ireland,USD,False,True,Accumulating,0.6,Optimized sampling,78,False,372,1.6,0.11,6.98,1.38,1.38,-2.11,-20.06,7.81,1.44,-16.61,-0.49,15.47,,,13.39,18.48,18.68,-0.16,-0.39,0.08,-32.85,-12.27,-29.71,-32.85,,,,
IE00BDQZMX67,A2PL57,AWESG,48455495,UBS ETF (IE) MSCI ACWI ESG Universal UCITS ETF (USD) A-dis,MSCI ACWI ESG Universal 5% Issuer Capped,2019-06-25,1705,4.671232876712328,Long-only,Ireland,USD,False,False,Distributing,0.23,Optimized sampling,771,True,2010,5.28,-0.6,3.89,10.5,13.87,18.94,29.43,,19.53,-15.71,29.74,7.14,1.71,1.99,10.72,14.33,,1.77,0.63,,-32.93,-6.74,-18.09,,,,,
IE00BDQZN774,A2H5B5,AWESGS,38547068,UBS ETF (IE) MSCI ACWI ESG Universal UCITS ETF (hedged to CHF) A-acc,MSCI ACWI ESG Universal 5% Issuer Capped (CHF Hedged),2017-12-19,2258,6.186301369863013,Long-only,Ireland,CHF,True,False,Accumulating,0.26,Optimized sampling,593,True,2010,1.58,-0.37,2.55,9.82,11.96,20.42,28.08,79.49,24.9,-16.62,26.94,12.69,,,12.22,15.74,17.12,1.67,0.55,0.72,-32.07,-9.82,-22.09,-32.07,,,,
IE00BDQZN667,A2H5B6,AWESGT,38547078,UBS ETF (IE) MSCI ACWI ESG Universal UCITS ETF (hedged to CHF) A-dis,MSCI ACWI ESG Universal 5% Issuer Capped (CHF Hedged),2017-12-19,2258,6.186301369863013,Long-only,Ireland,CHF,True,False,Distributing,0.26,Optimized sampling,46,True,2010,1.6,-0.34,2.51,9.8,11.88,20.41,28.09,79.62,24.96,-16.66,26.97,12.62,1.8,2.13,12.09,15.68,17.07,1.69,0.55,0.73,-32.12,-9.73,-22.16,-32.12,,,,
IE00BDQZN337,A2H5B7,AWESGE,38548095,UBS ETF (IE) MSCI ACWI ESG Universal UCITS ETF (hedged to EUR) A-acc,MSCI ACWI ESG Universal 5% Issuer Capped (EUR Hedged),2017-12-19,2258,6.186301369863013,Long-only,Ireland,EUR,True,False,Accumulating,0.26,Optimized sampling,317,True,2010,4.1,-0.18,3.34,9.24,12.49,18.85,17.06,57.74,20.66,-19.96,22.68,12.2,,,11.76,15.67,17.3,1.6,0.34,0.55,-32.38,-9.32,-25.38,-32.38,,,,
IE00BDQZN550,A2JHVY,AWESGG,41257479,UBS ETF (IE) MSCI ACWI ESG Universal UCITS ETF (hedged to GBP) A-acc,MSCI ACWI ESG Universal 5% Issuer Capped (GBP Hedged),2018-06-07,2088,5.720547945205479,Long-only,Ireland,GBP,True,False,Accumulating,0.26,Optimized sampling,104,True,2010,5.29,-0.37,3.56,11.28,12.91,23.13,21.05,64.7,24.65,-23.23,30.98,6.68,,,12.24,17.12,19.54,1.89,0.38,0.54,-40.4,-10.33,-27.95,-40.4,,,,
IE00BYVHJM24,A2H9EJ,AWESGJ,39475008,UBS ETF (IE) MSCI ACWI ESG Universal UCITS ETF (hedged to JPY) A-acc,MSCI ACWI ESG Universal 5% Issuer Capped (JPY Hedged),2018-03-15,2172,5.950684931506849,Long-only,Ireland,JPY,True,False,Accumulating,0.26,Optimized sampling,46,True,2010,-0.27,-0.71,2.36,7.65,8.48,3.21,-8.83,22.93,6.91,-25.37,19.71,9.55,,,12.72,16.19,16.93,0.25,-0.19,0.25,-32.36,-12.32,-32.36,-32.36,,,,
IE00BDQZN113,A2H5B8,AWESGW,38548108,UBS ETF (IE) MSCI ACWI ESG Universal UCITS ETF (hedged to USD) A-acc,MSCI ACWI ESG Universal 5% Issuer Capped (USD Hedged),2017-12-19,2258,6.186301369863013,Long-only,Ireland,USD,True,False,Accumulating,0.26,Optimized sampling,530,True,2010,6.37,-0.84,4.14,10.86,14.56,20.33,38.01,82.95,19.85,-12.93,32.37,5.59,,,10.88,14.15,16.84,1.87,0.8,0.76,-31.62,-6.2,-15.62,-31.62,,,,
LU2023678878,LYX0ZH,EBUY,52608630,Amundi MSCI Digital Economy and Metaverse ESG Screened UCITS ETF Acc,MSCI ACWI IMI Digital Economy & Metaverse ESG Filtered,2020-02-24,1461,4.002739726027397,Long-only,Luxembourg,USD,False,False,Accumulating,0.45,Full replication,193,True,181,6.28,-0.61,3.08,10.79,15.09,24.55,-9.13,,30.81,-34.5,11.79,,,,16.0,24.27,,1.53,-0.13,,-42.65,-11.38,-42.65,,,,,
LU2023678282,LYX0ZG,DRUP,52665507,Lyxor MSCI Disruptive Technology ESG Filtered (DR) UCITS ETF - Acc,MSCI ACWI IMI Disruptive Technology ESG Filtered,2020-03-02,1454,3.9835616438356163,Long-only,Luxembourg,USD,False,False,Accumulating,0.45,Full replication,150,True,240,5.14,-0.63,2.67,13.1,13.1,16.42,-10.76,,19.39,-30.75,10.36,,,,14.77,23.01,,1.11,-0.16,,-36.56,-14.02,-36.56,,,,,
IE000YDOORK7,DBX0R1,XFNT,120065322,Xtrackers MSCI Fintech Innovation UCITS ETF 1C,MSCI ACWI IMI Fintech Innovation Select ESG Screened 100,2022-07-12,592,1.621917808219178,Long-only,Ireland,USD,False,True,Accumulating,0.3,Full replication,4,True,98,9.4,0.89,7.15,13.73,16.15,21.66,,,22.57,,,,,,16.3,,,1.33,,,-19.48,-12.16,,,,,,
LU2023679090,LYX0ZJ,ELCR,52665509,Lyxor MSCI Future Mobility ESG Filtered (DR) UCITS ETF - Acc,MSCI ACWI IMI Future Mobility ESG Filtered,2020-03-10,1446,3.9616438356164383,Long-only,Luxembourg,USD,False,False,Accumulating,0.45,Full replication,250,True,88,0.06,-1.24,4.67,4.4,-6.64,-4.79,-6.42,,9.28,-31.83,41.82,,,,19.41,25.69,,-0.25,-0.09,,-38.59,-25.37,-38.59,,,,,
IE000KD0BZ68,DBX0R2,XGEN,120065641,Xtrackers MSCI Genomic Healthcare Innovation UCITS ETF 1C,MSCI ACWI IMI Genomic Innovation Select ESG Screened 100,2022-07-12,592,1.621917808219178,Long-only,Ireland,USD,False,True,Accumulating,0.3,Full replication,3,True,97,3.54,1.53,2.7,12.6,1.65,-4.17,,,-7.06,,,,,,16.82,,,-0.25,,,-32.46,-20.9,,,,,,
IE0006FFX5U1,DBX0R4,XNNV,120091317,Xtrackers MSCI Innovation UCITS ETF 1C,MSCI ACWI IMI Innovation Select ESG Screened 200,2022-07-12,592,1.621917808219178,Long-only,Ireland,USD,False,True,Accumulating,0.3,Full replication,7,True,195,7.46,1.1,4.27,13.01,11.95,23.86,,,27.6,,,,,,15.76,,,1.51,,,-23.19,-11.55,,,,,,
LU2023678449,LYX0ZL,GENY,52665515,Lyxor MSCI Millennials ESG Filtered (DR) UCITS ETF - Acc,MSCI ACWI IMI Millennials ESG Filtered,2020-03-10,1446,3.9616438356164383,Long-only,Luxembourg,USD,False,False,Accumulating,0.45,Full replication,97,True,226,4.05,0.66,4.44,7.83,9.57,10.72,-3.61,,15.52,-25.54,18.89,,,,12.25,18.28,,0.88,-0.07,,-33.21,-11.59,-33.21,,,,,
FR0010524777,LYX0CB,LYM9,3466091,Amundi MSCI New Energy ESG Screened UCITS ETF Dist,MSCI ACWI IMI New Energy ESG Filtered,2007-10-10,5981,16.386301369863013,Long-only,France,EUR,False,True,Distributing,0.6,Full replication,780,True,93,-10.17,-3.66,-1.25,-1.41,-16.48,-31.24,-36.75,15.41,-21.73,-13.16,1.11,47.77,0.87,0.59,17.83,24.86,24.5,-1.75,-0.57,0.12,-76.42,-35.7,-48.62,-48.62,,,,
IE000XOQ9TK4,DBX0R3,XNGI,120090861,Xtrackers MSCI Next Generation Internet Innovation UCITS ETF 1C,MSCI ACWI IMI Next Generation Internet Innovation Select ESG Screened 100,2022-07-12,592,1.621917808219178,Long-only,Ireland,USD,False,True,Accumulating,0.3,Full replication,15,True,98,10.75,0.64,5.3,13.98,20.32,44.72,,,50.06,,,,,,18.04,,,2.48,,,-23.85,-9.87,,,,,,
LU1861132840,A2JSC9,GOAI,43271325,Amundi MSCI Robotics & AI ESG Screened UCITS ETF Acc,MSCI ACWI IMI Robotics & AI ESG Filtered,2018-09-11,1992,5.457534246575342,Long-only,Luxembourg,EUR,False,True,Accumulating,0.35,Full replication,924,True,166,6.19,-0.71,0.56,14.63,16.35,20.61,26.92,87.23,25.7,-20.63,30.24,18.8,,,15.53,16.97,19.05,1.33,0.49,0.7,-34.08,-12.36,-24.15,-34.08,,,,
IE000V0GDVU7,DBX0TA,XG11,123450399,Xtrackers MSCI Global SDG 11 Sustainable Cities UCITS ETF 1C,MSCI ACWI IMI SDG 11 Sustainable Cities and Communities Select,2022-12-13,438,1.2,Long-only,Ireland,USD,False,False,Accumulating,0.35,Full replication,115,True,149,-1.63,-0.4,2.71,10.35,8.05,7.11,,,16.89,,,,,,16.07,,,0.44,,,-15.76,-15.76,,,,,,
IE000Y6ZXZ48,DBX0TB,XG12,123426329,Xtrackers MSCI Global SDG 12 Circular Economy UCITS ETF 1C,MSCI ACWI IMI SDG 12 Responsible Consumption and Production Select,2022-12-13,438,1.2,Long-only,Ireland,USD,False,False,Accumulating,0.35,Full replication,4,True,285,-6.15,-2.1,-0.15,1.39,-4.76,-11.65,,,-2.8,,,,,,14.78,,,-0.79,,,-22.02,-19.42,,,,,,
IE00036F4K40,DBX0SM,XDG3,124206651,Xtrackers MSCI Global SDG 3 Good Health UCITS ETF 1C,MSCI ACWI IMI SDG 3 Good Health and Well-being Select,2023-01-18,402,1.1013698630136985,Long-only,Ireland,USD,False,False,Accumulating,0.35,Full replication,136,True,116,8.54,1.17,4.76,13.92,9.88,11.64,,,,,,,,,11.4,,,1.02,,,-8.36,-8.36,,,,,,
IE0007WJ6B10,DBX0SN,XDG6,124209283,Xtrackers MSCI Global SDG 6 Clean Water & Sanitation UCITS ETF 1C,MSCI ACWI IMI SDG 6 Clean Water and Sanitation Select,2023-01-18,402,1.1013698630136985,Long-only,Ireland,USD,False,False,Accumulating,0.35,Full replication,112,True,80,2.88,0.71,3.86,8.4,7.85,7.54,,,,,,,,,11.2,,,0.67,,,-10.31,-10.31,,,,,,
IE000JZYIUN0,DBX0SP,XDG7,124206626,Xtrackers MSCI Global SDG 7 Affordable and Clean Energy UCITS ETF 1C,MSCI ACWI IMI SDG 7 Affordable and Clean Energy Select,2023-01-18,402,1.1013698630136985,Long-only,Ireland,USD,False,False,Accumulating,0.35,Full replication,10,True,122,-11.41,-4.63,-2.4,-2.14,-17.84,-32.61,,,,,,,,,19.5,,,-1.67,,,-37.94,-35.83,,,,,,
IE0005E47AH7,DBX0S9,SDG9,123450592,Xtrackers MSCI Global SDG 9 Industry Innovation & Infrastructure UCITS ETF 1C,MSCI ACWI IMI SDG 9 Industry Innovation and Infrastructure Select,2022-12-13,438,1.2,Long-only,Ireland,USD,False,False,Accumulating,0.35,Full replication,2,True,120,-8.27,-3.86,-1.46,2.52,-10.39,-21.02,,,-12.88,,,,,,16.97,,,-1.24,,,-30.29,-29.77,,,,,,
IE000PSF3A70,DBX0SL,XDGI,124296531,Xtrackers MSCI Global SDGs UCITS ETF 1C,MSCI ACWI IMI SDG Impact Select,2023-01-18,402,1.1013698630136985,Long-only,Ireland,USD,False,False,Accumulating,0.35,Full replication,13,True,283,-4.5,-1.53,0.3,1.77,-3.75,-9.04,,,,,,,,,13.15,,,-0.69,,,-17.31,-15.4,,,,,,
IE000I8KRLL9,A3CVRA,SEC0,112824616,iShares MSCI Global Semiconductors UCITS ETF USD (Acc),MSCI ACWI IMI Semiconductors & Semiconductor Equipment ESG Screened Select Capped,2021-08-03,935,2.5616438356164384,Long-only,Ireland,USD,False,False,Accumulating,0.35,Full replication,822,True,277,14.58,1.69,8.37,25.24,31.21,54.21,,,58.24,-30.67,,,,,21.71,,,2.5,,,-36.4,-12.67,,,,,,
LU2023679256,LYX0ZK,IQCY,52662164,Lyxor MSCI Smart Cities ESG Filtered (DR) UCITS ETF - Acc,MSCI ACWI IMI Smart Cities ESG Filtered,2020-03-02,1454,3.9835616438356163,Long-only,Luxembourg,USD,False,False,Accumulating,0.45,Full replication,76,True,138,2.65,-0.51,2.65,12.17,10.79,9.72,16.41,,19.46,-21.07,26.13,,,,14.11,18.25,,0.69,0.28,,-23.6,-13.78,-23.6,,,,,
FR0010527275,LYX0CA,LYM8,3466107,Amundi MSCI Water ESG Screened UCITS ETF Dist,MSCI ACWI IMI Water ESG Filtered,2007-10-09,5982,16.389041095890413,Long-only,France,EUR,False,True,Distributing,0.6,Full replication,1442,True,33,5.43,0.58,5.75,12.01,14.64,18.1,33.19,81.06,19.16,-16.98,33.4,8.15,0.81,0.95,12.11,16.55,19.07,1.49,0.61,0.66,-48.19,-9.56,-24.44,-36.31,,,,
IE00BGHQ0G80,A1W8SB,XMAW,23470971,Xtrackers MSCI AC World ESG Screened UCITS ETF 1C,MSCI ACWI Select ESG Screened,2014-02-10,3666,10.043835616438356,Long-only,Ireland,EUR,False,True,Accumulating,0.25,Optimized sampling,3465,True,2046,7.18,1.17,4.8,11.61,14.16,20.25,32.85,71.13,19.4,-14.63,27.85,6.33,,,10.14,13.27,16.56,2.0,0.75,0.68,-33.43,-7.47,-17.35,-33.43,,,,
IE000VXC51U5,DBX0R5,XMAE,119324805,Xtrackers MSCI AC World ESG Screened UCITS ETF 2C EUR Hedged,MSCI ACWI Select ESG Screened (EUR Hedged),2022-06-08,626,1.715068493150685,Long-only,Ireland,EUR,True,True,Accumulating,0.37,Optimized sampling,7,True,2046,5.81,1.41,4.6,10.45,13.25,20.93,,,20.62,,,,,,9.8,,,2.14,,,-15.57,-9.77,,,,,,
